Districts_N,Area,Category_N,Crop_N,Year,Rainfall,Max_Temp,Min_Temp,Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Productions
22,44658,3,3,2011,353,35.5666666666667,23.5666666666667,78.3333333333333,3.2,5.63333333333333,5.43333333333333,694533.2,752277.9,24.88,91.93,35,34373
12,49910,1,1,2003,7.33333333333333,30.1666666666667,15.8666666666667,81.6666666666667,0.333333333333333,1.26666666666667,7.13333333333333,456632.4,521635.7,22.8,89.58,4,24330
10,0,4,2,2012,260.5,35.55,26.55,84.5,7.35,5.3,3.5,420062.7,562498.8,23.17,89.22,7,0
7,385148,2,3,2012,172,38.3333333333333,23.9,74.3333333333333,1.83333333333333,4.43333333333333,6.46666666666667,365790.2,834718,25.63,88.66,37,623080
16,0,4,2,1973,609,32.45,24.8,88.5,1.75,5.3,4.10862068965518,610851.8,524433.6,22.83,91.08,6,0
9,10100,2,2,1988,498.5,34.4,26.45,87.5,2.15,6.6,3.2,540975.3,737535.8,24.75,90.41,19,6030
22,75755,3,3,2006,737.666666666667,36.5,23.1666666666667,79.6666666666667,1.7,5.36666666666667,5.46666666666667,694533.2,752277.9,24.88,91.93,35,59071
15,49620,3,3,1982,363,36.6,23.8,72.3333333333333,2.23333333333333,4.7,5.73333333333333,540975.3,737535.8,24.75,90.41,19,30704
19,556250,3,1,1989,2.66666666666667,30.1333333333333,12.2,80,1.06666666666667,0.8,7.5,353944.9,693386.6,24.35,88.56,20,343770
19,31820,2,1,1979,28.3333333333333,29.5333333333333,15.3,75.6666666666667,0.9,1.23333333333333,7.83333333333333,353944.9,693386.6,24.35,88.56,20,27645
17,52381,3,2,2005,312,35.75,26.3,86,1.2,6.35,4.25,402483.2,667640.8,24.12,89.04,14,24597
22,710,3,5,2011,2.5,31.35,15.15,71.25,3.1,1.9,7.075,694533.2,752277.9,24.88,91.93,35,1775.82141
3,37790,2,5,2001,2,29.825,15.375,78,0.45,1.375,6.775,435303.7,751187.5,24.88,89.36,20,142716.0757
21,26300,3,5,1978,5.75,26.925,13.325,69,0.5,1.05,7.34928571428572,426172.9,844822.3,25.72,89.26,34,103077.0081
16,51720,1,1,1986,61.6666666666667,30.1666666666667,16.7333333333333,80,0.566666666666667,1.33333333333333,7.7,610851.8,524433.6,22.83,91.08,6,25345
14,41300,3,2,2004,372.5,35.9,25.85,86.5,2.25,6.25,4.85,420062.7,562498.8,23.17,89.22,7,20520
10,16230,2,2,1973,219,33.35,25.7,87,2.6,5.9,4.9,420062.7,562498.8,23.17,89.22,7,20360
10,0,4,2,1977,200,34.6,25.95,86,3.15,5.45,5.1,420062.7,562498.8,23.17,89.22,7,0
12,770,2,5,2010,3.5,30.575,15.9,76.5,0.65,1.05,6.95,456632.4,521635.7,22.8,89.58,4,4337.58985
7,16625,2,3,1980,181.666666666667,34,23.4,70.6666666666667,1.03333333333333,3.7,6.5,365790.2,834718,25.63,88.66,37,21621
7,0,4,3,2007,209.333333333333,39.1333333333333,23.9666666666667,77,0.966666666666667,4.26666666666667,6.66666666666667,365790.2,834718,25.63,88.66,37,0
11,0,2,3,1982,226.666666666667,36.6666666666667,24.5333333333333,78,2.43333333333333,4.73333333333333,6.20123456790123,725903.3,508021.9,22.67,92.2,63,0
3,22610,3,6,1976,1.75,31.475,14.15,72,0.675,1.1,9.35,435303.7,751187.5,24.88,89.36,20,21840.06803
18,163570,3,2,1990,411,33,25.85,88.5,1.65,6,3.1,534986.1,472575.7,22.36,90.34,3,58240
20,0,4,2,2009,555.5,34.5,25,86,2.6,5.85,4.3,725903.3,508021.9,22.67,92.2,63,0
11,65,2,5,1986,45.25,30.375,16,77.5,0.6,1.775,6.49074074074074,725903.3,508021.9,22.67,92.2,63,165.3465
16,0,2,5,1973,69.5,29.475,15.625,79.25,0.375,0.925,7.43448275862069,610851.8,524433.6,22.83,91.08,6,0
3,0,4,3,2002,220.333333333333,35.5,23.9,82.6666666666667,1.3,5.03333333333333,6.1,435303.7,751187.5,24.88,89.36,20,0
4,82080,3,2,1980,664.5,32.75,24.85,85,6,6.15,4.55,684570.9,471415,22.34,91.79,6,32865
8,0,5,3,2000,234.666666666667,36.7666666666667,24.7,81,2.03333333333333,4.5,6,483877.3,610719.3,23.61,89.84,9,0
2,0,4,2,2011,371,35.3,26.15,88.5,2.95,6.2,4.1,536809.8,510151.9,22.7,90.36,4,0
6,0,5,3,1970,171,36.1666666666667,25.3333333333333,77.6666666666667,2.26666666666667,4.7,7.76666666666667,540098.6,629248.4,23.78,90.39,9,0
18,2,3,6,1997,28.5,30.55,16.45,81.5,0.675,2.125,6.125,534986.1,472575.7,22.36,90.34,3,1.10231
13,477040,2,3,1990,345,34.7,23.1333333333333,83.6666666666667,1.63333333333333,5.1,5.4,540975.3,737535.8,24.75,90.41,19,498762
13,0,5,3,1987,283.333333333333,36.5666666666667,24.2333333333333,79.6666666666667,2.16666666666667,4.53333333333333,6.13333333333333,540975.3,737535.8,24.75,90.41,19,0
3,590,3,3,1992,124,37.4,23.5666666666667,75.3333333333333,2.26666666666667,3.26666666666667,7.4,435303.7,751187.5,24.88,89.36,20,451
19,62100,2,3,1977,337.666666666667,37.1333333333333,22.9,80.6666666666667,1.53333333333333,4.7,6.98571428571429,353944.9,693386.6,24.35,88.56,20,79972
13,53810,3,2,1993,501,33.4,26.25,85.5,2.3,6.3,3.75,540975.3,737535.8,24.75,90.41,19,20630
8,0,4,1,1997,40,29.1666666666667,15.5,82.3333333333333,0.966666666666667,2.26666666666667,6.2,483877.3,610719.3,23.61,89.84,9,0
5,47700,2,1,1977,13.6666666666667,28.7666666666667,15.1,77,0.8,1.16666666666667,7.24141414141414,621445.2,596963.4,23.48,91.19,10,44245
20,0,4,3,2006,350,37.0333333333333,24.1333333333333,77.3333333333333,0.5,4.33333333333333,6.6,725903.3,508021.9,22.67,92.2,63,0
20,13094,3,2,2012,393,35.1,24.55,85,2.25,6.05,4.4,725903.3,508021.9,22.67,92.2,63,8135
5,0,4,1,2000,1,30.0333333333333,13.6,77.6666666666667,0.433333333333333,0.6,7.96666666666667,621445.2,596963.4,23.48,91.19,10,0
8,7085,2,2,1981,583.5,33.6,26.45,87,1.4,5.05,4.69482758620689,483877.3,610719.3,23.61,89.84,9,5830
18,3000,2,3,1999,273,36.5,25.5,83.6666666666667,1.66666666666667,4.83333333333333,4.76666666666667,534986.1,472575.7,22.36,90.34,3,3600
13,10200,2,5,2000,2.75,29.65,14.5,77.75,0.6,0.825,6.8,540975.3,737535.8,24.75,90.41,19,55958.76715
21,937820,3,1,1988,14.3333333333333,28.2333333333333,13.8666666666667,80.3333333333333,1.13333333333333,1,7.9,426172.9,844822.3,25.72,89.26,34,553050
6,70400,3,4,1998,189.25,35.95,23.65,74.5,0.775,4.25,7,540098.6,629248.4,23.78,90.39,9,242180
10,45000,2,1,1979,20,30.1666666666667,15.5,71,0.966666666666667,1.56666666666667,7.6,420062.7,562498.8,23.17,89.22,7,51955
3,20940,2,2,2006,165,37,26.65,82.5,1.35,5.45,5.4,435303.7,751187.5,24.88,89.36,20,17516
3,0,4,2,2006,165,37,26.65,82.5,1.35,5.45,5.4,435303.7,751187.5,24.88,89.36,20,0
1,22020,3,2,1995,615.5,34.7,25.8,83.5,5.15,6.1,4.8,684570.9,471415,22.34,91.79,6,10370
13,62850,2,2,1985,250.5,33.7,26.15,84,2.05,6.55,3.9,540975.3,737535.8,24.75,90.41,19,51020
21,48260,2,2,1998,465.5,34.25,26.3,90,1.2,6.8,3.3,426172.9,844822.3,25.72,89.26,34,25270
12,767460,3,1,1978,4,30.4333333333333,17.2666666666667,69,0.366666666666667,0.666666666666667,7.49,456632.4,521635.7,22.8,89.58,4,380630
21,476320,2,3,1993,295,35.2666666666667,22.4666666666667,83,1.63333333333333,4.93333333333333,6.23333333333333,426172.9,844822.3,25.72,89.26,34,375733
1,3555,2,3,1985,390.333333333333,33.7,24.4,81.6666666666667,5.8,4.73333333333333,6.43333333333333,684570.9,471415,22.34,91.79,6,3676
17,43657,3,4,2009,73.5,39.525,23.275,70.5,2.575,3.15,7.5,402483.2,667640.8,24.12,89.04,14,186852
21,63205,2,2,1989,414.5,34.7,26.1,86.5,2.05,5.8,5,426172.9,844822.3,25.72,89.26,34,41235
21,0,4,2,2001,343.5,38.4,26.4,84,1.2,5.75,5.95,426172.9,844822.3,25.72,89.26,34,0
1,17530,2,1,2002,14.6666666666667,31.8,16.9666666666667,73.3333333333333,1.36666666666667,2.2,8.23333333333333,684570.9,471415,22.34,91.79,6,19950
2,0,5,3,1986,179,36.0666666666667,24.2666666666667,83.3333333333333,1.23333333333333,4.63333333333333,7.06666666666667,536809.8,510151.9,22.7,90.36,4,0
3,2953,3,3,2013,118.666666666667,37.2666666666667,24.7333333333333,77.6666666666667,1.96666666666667,5,5.23333333333333,435303.7,751187.5,24.88,89.36,20,2578
22,121100,3,2,2003,467.5,36.5,25.85,84.5,1.65,6.9,4.4,694533.2,752277.9,24.88,91.93,35,70020
19,762920,2,1,2002,6.66666666666667,29,13.0666666666667,81.3333333333333,0.933333333333334,1.46666666666667,7.46666666666667,353944.9,693386.6,24.35,88.56,20,727320
13,1890,4,2,1981,472.5,33.95,26,82.5,2.5,6.7,4.15,540975.3,737535.8,24.75,90.41,19,1270
11,1248,3,2,2009,555.5,34.5,25,86,2.6,5.85,4.3,725903.3,508021.9,22.67,92.2,63,736
22,408000,3,3,1978,620,35.4666666666667,22.4333333333333,80.6666666666667,1.13333333333333,6.06666666666667,5.53333333333333,694533.2,752277.9,24.88,91.93,35,177284
22,29970,4,3,1983,582.333333333333,34.5666666666667,22.6,81.3333333333333,1.1,5.4,6,694533.2,752277.9,24.88,91.93,35,26653
17,156250,1,1,1996,1.33333333333333,29.4666666666667,12.7333333333333,76.3333333333333,0.633333333333333,0.966666666666667,8.06666666666667,402483.2,667640.8,24.12,89.04,14,65150
17,128240,3,1,1990,12,32.3666666666667,13.5666666666667,75.3333333333333,0.533333333333333,1.6,7.36666666666667,402483.2,667640.8,24.12,89.04,14,72800
1,55,3,3,1984,382.666666666667,35.3333333333333,24.0666666666667,81.6666666666667,5.93333333333333,5.06666666666667,6.56666666666667,684570.9,471415,22.34,91.79,6,33
22,0,4,2,1975,899,33.35,24.65,86.5,0.4,7,4.35,694533.2,752277.9,24.88,91.93,35,0
23,3977,3,2,2005,297.5,34.75,26.1,86,0.85,6.15,3.8,491982.91,683166,24.15,89.55,10,1378
9,116500,3,4,2011,200,34.2,22.75,79.5,2.25,4.425,6.175,540975.3,737535.8,24.75,90.41,19,483475
16,525,3,5,1987,24.75,29.975,16.775,79.75,0.45,1.375,8.25,610851.8,524433.6,22.83,91.08,6,1774.7191
14,60960,3,6,1979,30,30.675,15.325,69.75,1.15,1.575,7.675,420062.7,562498.8,23.17,89.22,7,70762.79045
15,96950,3,2,1999,375,35.2,26.1,88,1.8,6.35,3.55,540975.3,737535.8,24.75,90.41,19,37060
14,0,3,5,2005,0.5,32.775,14.1,78.25,0.25,0.7,7.35,420062.7,562498.8,23.17,89.22,7,0
5,0,5,3,1993,438.666666666667,34.8333333333333,23.4666666666667,86,1.9,4.9,6.33333333333333,621445.2,596963.4,23.48,91.19,10,0
21,0,2,5,1973,4,27.525,13.15,82.25,0.775,1.375,7.17357142857143,426172.9,844822.3,25.72,89.26,34,0
13,8005,3,5,1993,16.75,29.425,14.65,73.75,0.625,1.35,7.225,540975.3,737535.8,24.75,90.41,19,22608.3781
13,5110,2,5,1994,7.25,29.475,13.85,69.5,0.65,1.75,6.625,540975.3,737535.8,24.75,90.41,19,25160.22575
20,1305,2,5,2001,27.5,31.275,16,82.25,0.325,1.55,8.05,725903.3,508021.9,22.67,92.2,63,5599.7348
20,7810,3,2,1990,384,34.1,24.6,84.5,0.9,5.75,4.4,725903.3,508021.9,22.67,92.2,63,3420
5,341305,3,2,1978,398,31.55,25.3,86.5,2.45,5.95,4.9,621445.2,596963.4,23.48,91.19,10,137050
17,1650,2,5,2006,18.75,30.65,13.475,77.5,0.65,1.425,7.2,402483.2,667640.8,24.12,89.04,14,8103.08081
15,0,4,1,1998,10.3333333333333,30.5,15.5666666666667,78,0.6,0.966666666666667,7.96666666666667,540975.3,737535.8,24.75,90.41,19,0
17,0,4,1,2001,8.33333333333333,29.3666666666667,14.5666666666667,80,0.566666666666667,1.5,6.8,402483.2,667640.8,24.12,89.04,14,0
9,253800,3,1,2000,0,29.36666667,14.33333333,78.66666667,0.566666667,0.733333333,7.033333333,540975.3,737535.8,24.75,90.41,19,155080
13,130630,2,1,1998,10.3333333333333,30.5,15.5666666666667,78,0.6,0.966666666666667,7.96666666666667,540975.3,737535.8,24.75,90.41,19,96400
15,250780,2,3,1992,148.666666666667,36.4333333333333,23.9,78,2.03333333333333,4,6.66666666666667,540975.3,737535.8,24.75,90.41,19,291472
15,0,5,3,1989,193.333333333333,36.8,24.6333333333333,80,2.23333333333333,4.66666666666667,6,540975.3,737535.8,24.75,90.41,19,0
1,665,3,5,1987,19.25,31.075,17.375,73.75,1.175,1.45,8.325,684570.9,471415,22.34,91.79,6,3797.45795
15,343525,3,1,1986,33.3333333333333,29.7,15.4,74.6666666666667,1,2,7.56666666666667,540975.3,737535.8,24.75,90.41,19,160140
8,16100,3,1,1992,0,30,13.3,77.3333333333333,0.766666666666667,1.13333333333333,7.23333333333333,483877.3,610719.3,23.61,89.84,9,7610
21,0,5,3,2002,434.333333333333,34.7666666666667,23.1333333333333,84,1.7,5.6,5.6,426172.9,844822.3,25.72,89.26,34,0
2,1374,2,5,2009,3.5,31.25,14.7,80.25,1.15,1.3,7.325,536809.8,510151.9,22.7,90.36,4,13089.93125
2,3310,4,1,1982,17.6666666666667,29.7,13.6666666666667,77,0.3,1.06666666666667,7.93333333333333,536809.8,510151.9,22.7,90.36,4,3335
8,25780,3,3,1998,176.333333333333,37.2333333333333,24.9333333333333,81.6666666666667,2.7,4.26666666666667,6.6,483877.3,610719.3,23.61,89.84,9,18910
18,0,4,1,2005,2.33333333333333,31.4333333333333,15.9,82.3333333333333,0.333333333333333,1.56666666666667,8.13333333333333,534986.1,472575.7,22.36,90.34,3,0
19,148940,1,1,1989,2.66666666666667,30.1333333333333,12.2,80,1.06666666666667,0.8,7.5,353944.9,693386.6,24.35,88.56,20,57380
19,0,4,3,1977,337.666666666667,37.1333333333333,22.9,80.6666666666667,1.53333333333333,4.7,6.98571428571429,353944.9,693386.6,24.35,88.56,20,0
14,22310,3,1,1994,6.33333333333333,30.2,13.1333333333333,72.3333333333333,0.366666666666667,1.66666666666667,6.53333333333333,420062.7,562498.8,23.17,89.22,7,15750
11,0,3,6,1989,15.5,29.375,15.7,75.75,0.475,1.325,7.825,725903.3,508021.9,22.67,92.2,63,0
18,142550,3,2,1991,455.5,33.75,26,87.5,1.95,6.1,2.95,534986.1,472575.7,22.36,90.34,3,48210
6,0,4,3,1974,247.666666666667,33.6666666666667,24.7,77.6666666666667,1.93333333333333,4.83333333333333,7.9,540098.6,629248.4,23.78,90.39,9,0
18,0,4,2,2005,657,34.7,26.05,90.5,0.75,6.35,3.7,534986.1,472575.7,22.36,90.34,3,0
13,197330,3,1,2003,5.33333333333333,28.9,14.7,80.6666666666667,0.633333333333333,1.46666666666667,7.43333333333333,540975.3,737535.8,24.75,90.41,19,126910
13,154582,2,1,2010,15.6666666666667,29.8333333333333,14.4333333333333,82,1.3,1.23333333333333,5.8,540975.3,737535.8,24.75,90.41,19,161174
13,0,4,1,2010,15.6666666666667,29.8333333333333,14.4333333333333,82,1.3,1.23333333333333,5.8,540975.3,737535.8,24.75,90.41,19,0
15,395,3,2,2013,330.5,34.55,26.5,84.5,2.3,6.75,3.8,540975.3,737535.8,24.75,90.41,19,200
11,4980,2,2,2006,423,35.2,25.1,83,0.2,5.75,5.15,725903.3,508021.9,22.67,92.2,63,4237
4,173745,2,3,2006,399,36.4333333333333,25.0666666666667,82.6666666666667,1.06666666666667,4.53333333333333,6.3,684570.9,471415,22.34,91.79,6,188662
4,0,5,3,1989,193,34.6,25.1666666666667,77.6666666666667,5.66666666666667,4.43333333333333,7.26666666666667,684570.9,471415,22.34,91.79,6,0
18,715180,3,1,2003,0.333333333333333,30.9333333333333,16.3666666666667,86,0.4,1.33333333333333,7.83333333333333,534986.1,472575.7,22.36,90.34,3,410050
19,41535,2,3,1972,105,37.5666666666667,25.3666666666667,64,1.56666666666667,2.9,6.98571428571429,353944.9,693386.6,24.35,88.56,20,56730
21,9012,3,5,2010,6.5,28.3,13.725,79.5,1.85,1.25,5.9,426172.9,844822.3,25.72,89.26,34,36380.63924
10,0,4,1,1970,8.66666666666667,30.4333333333333,13.2333333333333,71.3333333333333,0.933333333333333,1.36666666666667,9.5,420062.7,562498.8,23.17,89.22,7,0
2,34410,2,2,1989,328,33.15,25.4,88.5,1.15,6,4.6,536809.8,510151.9,22.7,90.36,4,25855
13,12000,3,5,1975,3.25,30.175,14.325,73.75,0.075,1.3,6.88857142857143,540975.3,737535.8,24.75,90.41,19,34011.77505
4,0,1,1,1990,43,30.2333333333333,17.2,77,0.9,2.06666666666667,6.76666666666667,684570.9,471415,22.34,91.79,6,0
17,0,5,3,2004,181.333333333333,39.4666666666667,24.7666666666667,77,1.5,4.33333333333333,6.73333333333333,402483.2,667640.8,24.12,89.04,14,0
23,0,5,3,1999,137.666666666667,37.0666666666667,25.1333333333333,81,1.76666666666667,4.8,6.13333333333333,491982.91,683166,24.15,89.55,10,0
20,315,3,3,1981,303.666666666667,34.5333333333333,24,77.3333333333333,1.66666666666667,5.16666666666667,6.20123456790123,725903.3,508021.9,22.67,92.2,63,259
20,0,4,3,2008,150,39.5666666666667,24,74,0.833333333333333,4.03333333333333,6.7,725903.3,508021.9,22.67,92.2,63,0
9,810,4,2,1979,172.5,35.7,25.95,88,2.1,6.4,4.6,540975.3,737535.8,24.75,90.41,19,475
17,25620,2,1,1984,0.666666666666667,29.2666666666667,13.4,70,0.333333333333333,1,7.21379310344827,402483.2,667640.8,24.12,89.04,14,21540
17,2510,4,1,1978,8,29.2666666666667,13.4666666666667,69,1,1.3,7.02643678160919,402483.2,667640.8,24.12,89.04,14,2395
19,380,1,1,2010,16,29.1333333333333,12.9666666666667,80.3333333333333,1.86666666666667,1.1,6.46666666666667,353944.9,693386.6,24.35,88.56,20,5405
3,390920,2,1,1992,22.6666666666667,30.1666666666667,13.8,78,0.9,1.03333333333333,7.23333333333333,435303.7,751187.5,24.88,89.36,20,386170
14,29025,2,2,1977,200,34.6,25.95,86,3.15,5.45,5.1,420062.7,562498.8,23.17,89.22,7,21110
13,0,4,2,1986,494.5,34.9,26.2,82.5,2.55,6.65,3.85,540975.3,737535.8,24.75,90.41,19,0
15,1655,4,3,1976,267.666666666667,35.9333333333333,22.9333333333333,78.3333333333333,0.2,4.36666666666667,5.72,540975.3,737535.8,24.75,90.41,19,1609
13,300990,3,3,1973,247.666666666667,35.5333333333333,23.6,78.3333333333333,0.733333333333333,5.3,5.72,540975.3,737535.8,24.75,90.41,19,181820
19,0,5,3,2003,136.333333333333,40.1,24.6333333333333,75.3333333333333,1.36666666666667,3.9,7.06666666666667,353944.9,693386.6,24.35,88.56,20,0
17,1030,2,2,1973,231,33.6,26,83,4.6,6.15,4.63275862068966,402483.2,667640.8,24.12,89.04,14,1205
11,0,4,1,2005,6.33333333333333,30.5666666666667,15,82.3333333333333,0.2,1.23333333333333,6.53333333333333,725903.3,508021.9,22.67,92.2,63,0
2,128055,2,1,2005,1,30.5333333333333,14.8333333333333,83.3333333333333,0.4,1.36666666666667,7.8,536809.8,510151.9,22.7,90.36,4,107257
8,40015,2,3,1975,195,36.8,24.1333333333333,79.6666666666667,2.06666666666667,4.6,6.68735632183908,483877.3,610719.3,23.61,89.84,9,46390
15,91920,3,3,1971,263,32.8666666666667,23.6666666666667,78.3333333333333,1.7,5,5.72,540975.3,737535.8,24.75,90.41,19,51260
21,393075,3,4,1972,105.75,38.45,14.275,80.5,1.05,2.975,6.63857142857143,426172.9,844822.3,25.72,89.26,34,1108195
14,0,4,1,1970,8.66666666666667,30.4333333333333,13.2333333333333,71.3333333333333,0.933333333333333,1.36666666666667,9.5,420062.7,562498.8,23.17,89.22,7,0
2,1896,3,6,2009,3.5,31.25,14.7,80.25,1.15,1.3,7.325,536809.8,510151.9,22.7,90.36,4,1456.15151
17,255,2,2,1972,222.5,35.75,25.65,84,2.75,5.85,4.63275862068966,402483.2,667640.8,24.12,89.04,14,305
12,34390,3,3,1971,83,34.9,25.1,79,1.2,3.23333333333333,6.86222222222222,456632.4,521635.7,22.8,89.58,4,16185
13,0,1,1,2010,15.6666666666667,29.8333333333333,14.4333333333333,82,1.3,1.23333333333333,5.8,540975.3,737535.8,24.75,90.41,19,0
8,179100,3,4,1992,114.75,38.025,22.75,72,2.25,2.975,7.25,483877.3,610719.3,23.61,89.84,9,773710
4,0,4,3,1996,320.333333333333,35.2,24.9333333333333,80.6666666666667,4.36666666666667,4.36666666666667,6.7,684570.9,471415,22.34,91.79,6,0
4,291160,2,3,1990,374.333333333333,33.7333333333333,24.1333333333333,79.3333333333333,3.63333333333333,5.2,5.9,684570.9,471415,22.34,91.79,6,207972
4,0,5,3,1973,335.333333333333,33.8333333333333,24.5666666666667,82.6666666666667,4.13333333333333,5,7.4,684570.9,471415,22.34,91.79,6,0
19,74320,3,4,1972,78.75,37.55,23.75,62.25,1.425,2.325,7.33857142857143,353944.9,693386.6,24.35,88.56,20,208940
15,592910,2,3,2012,176,35.6666666666667,24,81,2.4,5.3,5.53333333333333,540975.3,737535.8,24.75,90.41,19,821089
14,105380,1,1,1974,5.33333333333333,30.1333333333333,13.4666666666667,69.6666666666667,0.9,1.2,8.2,420062.7,562498.8,23.17,89.22,7,38290
20,0,3,3,2009,206.666666666667,37.5,24.4333333333333,76.6666666666667,3.43333333333333,3.7,7.13333333333333,725903.3,508021.9,22.67,92.2,63,0
19,19200,3,5,1971,27.5,30.425,13.5,73.5,0.9,1.225,7.53214285714286,353944.9,693386.6,24.35,88.56,20,47426.88775
11,0,3,2,1983,471.5,34.25,25.3,83.5,2.05,6.1,4.2462962962963,725903.3,508021.9,22.67,92.2,63,0
22,4920,4,2,1981,930,35.1,25.05,88,1,6.85,4.6,694533.2,752277.9,24.88,91.93,35,3975
20,910,3,1,1998,53,30.1666666666667,15.7,82.3333333333333,0.3,1.63333333333333,8.7,725903.3,508021.9,22.67,92.2,63,610
14,0,5,3,1970,156,37.2666666666667,25.3,75,4.06666666666667,4.4,8.2,420062.7,562498.8,23.17,89.22,7,0
23,6310,2,5,2000,1.25,28.825,14.35,79.5,0.5,0.925,7.125,491982.91,683166,24.15,89.55,10,25794.054
2,1938,3,6,2010,22.75,30.95,15.05,79.75,0.85,1.05,6.925,536809.8,510151.9,22.7,90.36,4,1279.78191
2,116286,2,3,2011,246.333333333333,35.8333333333333,24.8333333333333,83,2.63333333333333,4.86666666666667,6.13333333333333,536809.8,510151.9,22.7,90.36,4,179790
16,137120,2,1,1996,19.6666666666667,30.4,16.6666666666667,79.3333333333333,0.4,1.3,7.93333333333333,610851.8,524433.6,22.83,91.08,6,122430
12,3933,2,2,2010,192.5,35.7,27,84,2,5.7,5.2,456632.4,521635.7,22.8,89.58,4,4031
15,701760,3,2,1971,387,35,25.45,85.5,1,6.1,4.03428571428572,540975.3,737535.8,24.75,90.41,19,203910
8,176626,3,4,2013,184.5,37.375,23.825,74.75,2.4,3.55,6.175,483877.3,610719.3,23.61,89.84,9,722400
9,246625,3,2,1985,250.5,33.7,26.15,84,2.05,6.55,3.9,540975.3,737535.8,24.75,90.41,19,84240
12,1384,3,6,1975,22.5,30.75,16.1,70,0.95,1.075,7.62583333333333,456632.4,521635.7,22.8,89.58,4,978.85128
6,91940,2,1,1989,4,30.5333333333333,15.4666666666667,74.6666666666667,0.333333333333333,0.9,7.9,540098.6,629248.4,23.78,90.39,9,83130
3,0,4,1,2007,14,29.8333333333333,14.8333333333333,78,0.366666666666667,1.16666666666667,5.2,435303.7,751187.5,24.88,89.36,20,0
1,0,5,3,2006,399,36.4333333333333,25.0666666666667,82.6666666666667,1.06666666666667,4.53333333333333,6.3,684570.9,471415,22.34,91.79,6,0
23,4650,2,5,1991,35,28.3,13.85,79.75,0.625,1.3,6.8,491982.91,683166,24.15,89.55,10,19158.1478
20,7580,3,2,2003,237,37.35,25.3,84.5,0.6,5.05,5.7,725903.3,508021.9,22.67,92.2,63,3930
20,60,4,2,1990,384,34.1,24.6,84.5,0.9,5.75,4.4,725903.3,508021.9,22.67,92.2,63,40
19,169640,2,3,2008,140.333333333333,38,24.3333333333333,76,1.03333333333333,3.8,6.8,353944.9,693386.6,24.35,88.56,20,273235
19,10339,5,3,2013,139,39.7,24.6333333333333,75.3333333333333,2.36666666666667,4.23333333333333,5.93333333333333,353944.9,693386.6,24.35,88.56,20,24138
14,0,4,1,2005,0.666666666666667,31.1,13.2,79.3333333333333,0.233333333333333,0.833333333333333,7.23333333333333,420062.7,562498.8,23.17,89.22,7,0
13,52405,2,1,1978,0,30.1,14.4,73.3333333333333,0.566666666666667,1,6.95333333333334,540975.3,737535.8,24.75,90.41,19,60065
9,73170,3,4,1991,350.75,35.325,20.55,80.25,1.525,4.6,4.525,540975.3,737535.8,24.75,90.41,19,264140
5,25800,3,5,1977,13,28.95,15.075,75.5,0.8,1.25,7.4,621445.2,596963.4,23.48,91.19,10,115726.01535
15,356655,3,1,1984,3,29.2333333333333,14.2666666666667,70.3333333333333,0.766666666666667,1.56666666666667,7.33333333333333,540975.3,737535.8,24.75,90.41,19,155155
21,79670,3,2,1998,465.5,34.25,26.3,90,1.2,6.8,3.3,426172.9,844822.3,25.72,89.26,34,29980
20,49935,3,2,1982,388,33.25,25.25,87,2.1,5.75,4.2462962962963,725903.3,508021.9,22.67,92.2,63,13760
11,2620,3,1,1991,34.3333333333333,28.9333333333333,15.2333333333333,80.3333333333333,0.566666666666667,1.93333333333333,6.56666666666667,725903.3,508021.9,22.67,92.2,63,1870
21,1055990,3,1,1986,19.6666666666667,28.4666666666667,13.6666666666667,83.6666666666667,0.9,1.4,7.7,426172.9,844822.3,25.72,89.26,34,606175
1,6600,2,1,1984,6.33333333333333,31.0333333333333,16,73.6666666666667,1.66666666666667,1.36666666666667,8.63333333333333,684570.9,471415,22.34,91.79,6,5635
